12/15/2017,994
05/19/2017,964
01/18/2015,961
03/06/2015,939
05/18/2017,905
01/07/2017,895
12/14/2017,880
09/30/2016,872
04/28/2017,854
10/21/2016,851
06/22/2017,840
03/16/2017,834
10/27/2016,831
03/05/2015,830
06/13/2017,822
10/30/2017,820
11/20/2015,819
09/15/2017,818
10/20/2017,816
05/12/2017,814
05/29/2015,813
09/23/2016,812
06/20/2017,807
06/24/2016,807
11/23/2016,807
11/17/2017,807
06/19/2017,806
12/23/2015,805
11/16/2017,803
06/12/2017,800
10/02/2015,798
10/28/2016,798
11/19/2015,797
07/15/2016,795
09/08/2015,795
12/05/2016,791
03/13/2017,790
12/16/2016,790
06/23/2017,789
11/21/2017,787
09/16/2016,779
09/14/2016,779
05/20/2016,779
09/13/2016,778
06/24/2015,778
09/07/2017,777
01/06/2015,777
11/04/2016,777
05/05/2017,776
06/26/2015,774
06/22/2015,774
11/18/2016,773
07/29/2016,773
05/26/2017,771
07/20/2017,771
12/01/2017,769
10/14/2016,768
11/22/2017,767
10/29/2015,767
12/18/2015,767
06/09/2017,766
05/13/2016,765
11/22/2016,765
09/11/2015,765
11/03/2017,765
06/29/2017,765
07/22/2016,765
10/06/2016,764
10/09/2015,764
06/01/2016,763
06/15/2017,761
09/18/2015,760
05/27/2016,759
05/31/2016,758
10/13/2016,757
02/13/2015,757
10/10/2017,757
06/30/2016,757
11/10/2015,756
10/19/2017,755
08/26/2016,755
07/13/2017,754
10/07/2016,754
09/15/2016,754
10/27/2017,754
08/21/2015,753
12/15/2015,753
07/31/2015,753
11/29/2016,752
06/27/2017,751
08/04/2017,751
03/17/2017,751
01/09/2015,751
06/14/2017,750
06/24/2017,750
07/01/2016,749
09/29/2017,749
12/15/2016,749
05/17/2017,748
09/16/2015,748
03/31/2017,747
06/17/2016,746
12/01/2015,746
06/22/2016,745
12/17/2015,745
06/30/2017,744
09/17/2015,744
03/03/2017,743
10/23/2015,742
11/20/2017,742
11/15/2016,741
07/19/2017,741
06/21/2017,741
03/20/2017,741
06/06/2016,741
09/09/2015,740
02/03/2015,740
12/21/2017,739
11/02/2017,739
07/14/2016,739
05/26/2016,739
05/12/2016,739
10/11/2016,739
05/16/2016,738
04/22/2016,738
05/25/2017,737
05/02/2017,737
06/20/2016,737
09/08/2017,734
01/26/2016,734
12/01/2016,734
11/24/2015,733
10/18/2017,733
09/13/2017,733
06/02/2017,733
10/02/2017,732
11/01/2016,732
09/28/2017,732
06/19/2015,732
11/30/2016,730
08/14/2015,729
08/12/2016,729
07/21/2016,728
10/17/2017,728
06/28/2017,728
07/21/2017,727
05/22/2015,727
07/20/2015,727
05/25/2016,727
09/11/2017,727
08/07/2015,726
05/06/2016,726
05/15/2017,726
04/19/2016,725
10/13/2015,724
04/15/2016,723
05/15/2015,723
07/18/2016,722
01/15/2016,722
12/19/2016,722
12/11/2017,721
11/10/2017,721
04/25/2017,720
10/21/2015,720
12/20/2016,719
11/25/2015,717
05/22/2017,717
06/08/2016,717
09/14/2017,717
07/30/2015,717
09/10/2015,716
09/09/2016,716
09/08/2016,716
12/22/2017,716
02/01/2016,716
09/25/2017,716
10/20/2015,714
08/04/2016,714
08/13/2015,714
06/27/2016,714
05/03/2016,711
12/06/2016,711
05/03/2017,711
02/02/2016,711
08/03/2017,709
07/10/2015,709
05/08/2015,709
07/28/2016,708
08/19/2016,707
12/13/2017,707
11/17/2016,707
11/10/2016,706
10/26/2016,706
06/17/2015,706
11/15/2017,706
12/18/2017,705
08/03/2015,705
08/01/2017,704
07/05/2017,704
06/23/2015,703
02/10/2017,703
02/27/2015,703
11/23/2015,703
04/06/2017,703
09/05/2017,702
07/14/2017,702
03/23/2017,702
11/07/2017,702
11/16/2016,702
01/22/2016,701
12/05/2017,701
12/09/2016,701
08/05/2016,700
07/18/2017,700
06/11/2017,700
12/22/2016,700
12/22/2015,699
11/07/2016,699
04/01/2016,698
06/03/2016,698
10/26/2015,698
11/13/2017,697
07/19/2016,697
05/27/2015,697
07/25/2016,697
09/02/2016,697
06/18/2016,697
10/04/2017,696
11/29/2017,696
05/04/2017,695
12/20/2017,695
10/05/2016,695
12/11/2015,694
06/07/2016,694
11/09/2017,694
05/16/2017,693
03/01/2015,693
07/20/2016,693
05/24/2016,693
05/11/2016,693
06/05/2015,692
12/23/2016,692
06/01/2015,691
12/07/2017,690
12/02/2016,690
11/05/2015,690
11/03/2016,689
04/07/2017,689
04/21/2016,689
12/14/2016,689
10/28/2015,689
10/31/2017,689
08/03/2016,688
05/19/2016,688
04/13/2016,688
04/20/2016,688
10/30/2015,688
06/16/2016,687
07/27/2016,687
05/26/2015,686
07/16/2015,686
04/21/2017,686
06/29/2016,686
07/26/2016,686
09/27/2017,685
05/12/2015,684
05/07/2015,684
04/27/2017,684
12/12/2017,684
11/17/2015,684
10/03/2017,684
10/15/2015,684
11/21/2016,684
10/01/2015,683
12/04/2017,683
07/01/2015,683
05/28/2015,682
03/04/2016,682
05/13/2017,681
01/28/2016,681
06/25/2016,681
07/28/2017,681
12/08/2017,681
06/10/2016,681
05/06/2017,680
12/04/2015,680
05/11/2017,680
04/18/2016,680
01/11/2016,680
02/02/2015,680
09/19/2016,680
02/14/2017,680
04/17/2015,679
04/29/2015,679
06/21/2016,678
06/02/2016,678
04/08/2016,677
11/13/2015,677
09/01/2017,677
02/17/2017,677
10/19/2016,676
04/24/2015,676
07/06/2016,676
10/16/2015,676
10/24/2017,676
12/21/2016,676
11/06/2017,675
04/04/2016,675
07/12/2017,674
08/29/2016,674
05/18/2016,674
09/01/2016,674
07/07/2017,674
12/16/2015,673
08/22/2017,672
11/04/2015,672
08/11/2016,672
09/12/2017,672
06/28/2016,671
06/25/2015,670
04/14/2016,670
06/07/2017,670
01/27/2016,670
03/11/2016,669
10/07/2015,668
07/13/2015,668
12/10/2015,668
05/31/2017,668
12/07/2015,668
08/01/2015,668
08/22/2016,668
11/14/2016,668
01/09/2017,667
10/19/2015,667
08/30/2017,667
06/26/2017,667
10/23/2017,667
03/29/2016,667
06/10/2015,667
04/05/2016,667
02/08/2017,666
10/08/2015,666
08/04/2015,666
06/11/2015,666
10/22/2015,666
03/29/2017,666
05/20/2015,666
01/21/2016,666
07/10/2017,666
11/02/2016,665
04/16/2016,665
12/12/2016,665
09/03/2015,665
03/09/2017,664
05/10/2017,664
01/23/2017,664
09/18/2017,664
02/25/2016,663
11/11/2016,663
06/29/2015,662
06/10/2017,662
10/20/2016,662
01/19/2016,662
08/31/2016,661
03/01/2016,661
03/09/2015,661
07/05/2016,660
09/22/2016,660
03/09/2016,660
02/24/2016,660
06/08/2017,659
07/12/2016,659
07/17/2015,659
04/29/2017,659
01/25/2016,659
09/27/2016,659
08/25/2016,659
10/14/2015,658
11/08/2017,658
06/03/2015,658
08/17/2016,658
09/19/2017,658
07/14/2015,657
06/06/2017,657
05/23/2017,657
11/30/2017,657
11/19/2016,656
12/02/2015,655
01/03/2017,655
09/19/2015,655
11/03/2015,655
10/31/2016,655
05/13/2015,655
09/02/2015,654
12/16/2017,654
06/16/2017,654
05/14/2015,654
02/24/2017,653
12/19/2017,653
03/24/2017,653
07/31/2017,653
03/02/2016,653
04/02/2015,653
01/17/2017,652
06/17/2017,652
06/09/2015,652
02/06/2015,652
09/26/2017,652
10/13/2017,652
06/05/2017,652
10/05/2017,651
08/11/2017,651
05/04/2016,651
03/28/2016,651
10/26/2017,650
03/02/2015,650
05/16/2015,650
08/09/2016,650
03/02/2017,649
10/10/2015,649
09/12/2016,648
09/07/2016,648
08/09/2017,648
04/01/2015,648
05/23/2016,647
11/28/2016,647
07/23/2016,647
06/01/2017,647
05/09/2017,647
07/07/2015,646
03/15/2017,646
07/15/2017,646
07/22/2017,646
01/29/2016,645
05/11/2015,645
04/21/2015,645
12/06/2017,645
04/03/2017,644
08/10/2017,644
09/17/2016,644
10/06/2017,644
09/04/2015,643
07/28/2015,643
08/15/2016,643
03/30/2016,643
05/30/2017,643
08/12/2015,643
10/25/2017,642
10/15/2016,642
05/01/2015,642
03/31/2016,642
08/16/2016,642
11/28/2017,642
01/12/2017,642
06/02/2015,642
05/04/2015,641
06/23/2016,641
05/09/2016,641
01/05/2016,640
11/14/2017,640
04/30/2015,640
05/24/2017,639
04/23/2016,639
05/05/2015,638
02/16/2017,638
05/01/2017,638
08/23/2016,637
06/15/2016,637
